mes_referencia;CIDADE;BLOCO;CATEGORIA;SIT_LIG;ligacoes;economias_totais;economias_sociais;economias_sabren
2026-07-01;RIO DE JANEIRO;Bloco 1;INDUSTRIAL;DESATIVADA;1;1;0;0
2026-07-01;RIO DE JANEIRO;Bloco 1;RESIDENCIAL;INATIVA;87;88;57;21
2026-07-01;RIO DE JANEIRO;Bloco 1;PUBLICA;ATIVA;681;2933;0;0
2026-07-01;RIO DE JANEIRO;Bloco 1;COMERCIAL;DESATIVADA;22;28;0;0
2026-07-01;RIO DE JANEIRO;Bloco 1;RESIDENCIAL;PROVISÓRIA;9;9;8;6
2026-07-01;RIO DE JANEIRO;Bloco 1;RESIDENCIAL;CORTE PEDIDO;3;31;1;1
2026-07-01;RIO DE JANEIRO - A;Bloco 4;COMERCIAL;DESATIVADA;166;190;0;0
2026-07-01;RIO DE JANEIRO - A;Bloco 4;INDUSTRIAL;ATIVA;541;554;0;0
2026-07-01;RIO DE JANEIRO - B;Bloco 4;COMERCIAL;INATIVA;14;28;0;0
2026-07-01;RIO DE JANEIRO - B;Bloco 4;COMERCIAL;PROVISÓRIA;2;2;0;0
2026-07-01;RIO DE JANEIRO;Bloco 1;PUBLICA;CORTADA;7;7;0;0
2026-07-01;SAO GONCALO;Bloco 1;RESIDENCIAL;ATIVA;124978;208939;46371;0
2026-07-01;SAO GONCALO;Bloco 1;INDUSTRIAL;CORTADA;65;76;0;0
2026-07-01;SAO GONCALO;Bloco 1;INDUSTRIAL;ATIVA;116;306;0;0
2026-07-01;SAO GONCALO;Bloco 1;COMERCIAL;INATIVA;78;134;0;0
2026-07-01;SAO GONCALO;Bloco 1;COMERCIAL;PROVISÓRIA;8;8;0;0
2026-07-01;SAO GONCALO;Bloco 1;COMERCIAL;DESATIVADA;277;324;0;0
2026-07-01;SAO GONCALO;Bloco 1;PUBLICA;ATIVA;1381;2297;0;0
2026-07-01;SAO GONCALO;Bloco 1;INDUSTRIAL;CORTE PEDIDO;2;2;0;0
2026-07-01;SAO GONCALO;Bloco 1;INDUSTRIAL;DESATIVADA;9;9;0;0
2026-07-01;SAO GONCALO;Bloco 1;INDUSTRIAL;INATIVA;2;2;0;0
2026-07-01;SAO GONCALO;Bloco 1;PUBLICA;CORTADA;41;67;0;0
2026-07-01;SAO GONCALO;Bloco 1;PUBLICA;CORTE PEDIDO;2;10;0;0
2026-07-01;SAO GONCALO;Bloco 1;PUBLICA;DESATIVADA;6;6;0;0
2026-07-01;SAO GONCALO;Bloco 1;PUBLICA;PROVISÓRIA;1;1;0;0
2026-07-01;SAO GONCALO;Bloco 1;COMERCIAL;ATIVA;7042;12466;2;0
2026-07-01;SAO GONCALO;Bloco 1;COMERCIAL;CORTADA;3470;6593;0;0
2026-07-01;SAO GONCALO;Bloco 1;COMERCIAL;CORTE PEDIDO;88;150;0;0
2026-07-01;S.SEBASTIAO DO ALTO;Bloco 1;RESIDENCIAL;ATIVA;1547;1671;117;0
2026-07-01;S.SEBASTIAO DO ALTO;Bloco 1;RESIDENCIAL;CORTADA;127;132;10;0
2026-07-01;S.SEBASTIAO DO ALTO;Bloco 1;RESIDENCIAL;CORTE PEDIDO;2;2;0;0
2026-07-01;S.SEBASTIAO DO ALTO;Bloco 1;RESIDENCIAL;DESATIVADA;2;2;0;0
2026-07-01;S.FCO.DO ITABAPOANA;Bloco 1;RESIDENCIAL;CORTADA;4446;4922;201;0
2026-07-01;S.FCO.DO ITABAPOANA;Bloco 1;RESIDENCIAL;CORTE PEDIDO;76;77;2;0
2026-07-01;S.FCO.DO ITABAPOANA;Bloco 1;RESIDENCIAL;DESATIVADA;111;133;3;0
2026-07-01;S.SEBASTIAO DO ALTO;Bloco 1;PUBLICA;ATIVA;73;93;0;0
2026-07-01;S.SEBASTIAO DO ALTO;Bloco 1;COMERCIAL;CORTADA;9;13;0;0
2026-07-01;S.SEBASTIAO DO ALTO;Bloco 1;COMERCIAL;CORTE PEDIDO;1;1;0;0
2026-07-01;S.SEBASTIAO DO ALTO;Bloco 1;COMERCIAL;ATIVA;66;80;0;0
2026-07-01;S.FCO.DO ITABAPOANA;Bloco 1;RESIDENCIAL;INATIVA;1;1;0;0
2026-07-01;S.FCO.DO ITABAPOANA;Bloco 1;RESIDENCIAL;ATIVA;8179;8621;1863;0
2026-07-01;S.FCO.DO ITABAPOANA;Bloco 1;COMERCIAL;ATIVA;268;349;0;0
2026-07-01;S.FCO.DO ITABAPOANA;Bloco 1;COMERCIAL;CORTADA;193;314;0;0
2026-07-01;S.FCO.DO ITABAPOANA;Bloco 1;PUBLICA;ATIVA;160;230;0;0
2026-07-01;S.FCO.DO ITABAPOANA;Bloco 1;COMERCIAL;DESATIVADA;7;13;0;0
2026-07-01;S.FCO.DO ITABAPOANA;Bloco 1;INDUSTRIAL;ATIVA;5;5;0;0
2026-07-01;S.FCO.DO ITABAPOANA;Bloco 1;COMERCIAL;CORTE PEDIDO;9;14;0;0
2026-07-01;S.FCO.DO ITABAPOANA;Bloco 1;INDUSTRIAL;CORTADA;1;1;0;0
2026-07-01;S.FCO.DO ITABAPOANA;Bloco 1;PUBLICA;CORTADA;3;4;0;0
2026-07-01;RIO DE JANEIRO - B;Bloco 4;RESIDENCIAL;CORTE PEDIDO;149;237;12;0
2026-07-01;RIO DE JANEIRO - B;Bloco 4;INDUSTRIAL;CORTADA;41;43;0;0
2026-07-01;RIO DE JANEIRO - B;Bloco 4;INDUSTRIAL;DESATIVADA;1;1;0;0
2026-07-01;RIO DE JANEIRO - B;Bloco 4;PUBLICA;CORTADA;16;20;0;0
2026-07-01;RIO DE JANEIRO - B;Bloco 4;PUBLICA;CORTE PEDIDO;1;2;0;0
2026-07-01;RIO DE JANEIRO - B;Bloco 4;PUBLICA;DESATIVADA;3;3;0;0
2026-07-01;RIO DE JANEIRO - B;Bloco 4;PUBLICA;INATIVA;2;4;0;0
2026-07-01;TANGUA;Bloco 1;RESIDENCIAL;CORTADA;1418;2138;965;0
2026-07-01;TANGUA;Bloco 1;RESIDENCIAL;DESATIVADA;141;144;16;0
2026-07-01;TANGUA;Bloco 1;RESIDENCIAL;INATIVA;6;6;0;0
2026-07-01;TANGUA;Bloco 1;RESIDENCIAL;PROVISÓRIA;1;1;0;0
2026-07-01;TANGUA;Bloco 1;RESIDENCIAL;CORTE PEDIDO;34;44;5;0
2026-07-01;TANGUA;Bloco 1;RESIDENCIAL;ATIVA;2929;3429;1703;0
2026-07-01;TANGUA;Bloco 1;PUBLICA;ATIVA;100;113;0;0
2026-07-01;TANGUA;Bloco 1;PUBLICA;CORTADA;3;3;0;0
2026-07-01;SAQUAREMA;Bloco 1;RESIDENCIAL;ATIVA;6070;6401;624;0
2026-07-01;SAQUAREMA;Bloco 1;RESIDENCIAL;CORTADA;1707;1980;116;0
2026-07-01;TANGUA;Bloco 1;COMERCIAL;CORTADA;49;97;0;0
2026-07-01;TANGUA;Bloco 1;COMERCIAL;DESATIVADA;5;5;0;0
2026-07-01;TANGUA;Bloco 1;COMERCIAL;INATIVA;1;1;0;0
2026-07-01;TANGUA;Bloco 1;INDUSTRIAL;ATIVA;2;2;0;0
2026-07-01;TANGUA;Bloco 1;INDUSTRIAL;CORTADA;1;1;0;0
2026-07-01;TANGUA;Bloco 1;COMERCIAL;CORTE PEDIDO;2;2;0;0
2026-07-01;TANGUA;Bloco 1;COMERCIAL;ATIVA;94;162;0;0
2026-07-01;SAQUAREMA;Bloco 1;RESIDENCIAL;DESATIVADA;35;40;0;0
2026-07-01;SAQUAREMA;Bloco 1;RESIDENCIAL;CORTE PEDIDO;1;1;0;0
2026-07-01;SAQUAREMA;Bloco 1;PUBLICA;ATIVA;35;44;0;0
2026-07-01;SAQUAREMA;Bloco 1;PUBLICA;CORTADA;1;1;0;0
2026-07-01;SAQUAREMA;Bloco 1;COMERCIAL;CORTADA;51;77;0;0
2026-07-01;SAQUAREMA;Bloco 1;INDUSTRIAL;ATIVA;2;2;0;0
2026-07-01;SAQUAREMA;Bloco 1;COMERCIAL;CORTE PEDIDO;1;1;0;0
2026-07-01;SAQUAREMA;Bloco 1;COMERCIAL;DESATIVADA;2;2;0;0
2026-07-01;SAQUAREMA;Bloco 1;COMERCIAL;ATIVA;72;96;0;0
2026-07-01;SAO JOAO DE MERITI;Bloco 4;RESIDENCIAL;DESATIVADA;7355;7816;118;0
2026-07-01;SAO JOAO DE MERITI;Bloco 4;RESIDENCIAL;INATIVA;4;4;0;0
2026-07-01;SAO JOAO DE MERITI;Bloco 4;RESIDENCIAL;PROVISÓRIA;12;26;0;0
2026-07-01;SAO JOAO DE MERITI;Bloco 4;RESIDENCIAL;CORTADA;22946;42034;2379;0
2026-07-01;SAO JOAO DE MERITI;Bloco 4;RESIDENCIAL;CORTE PEDIDO;162;283;16;0
2026-07-01;SAO JOAO DE MERITI;Bloco 4;COMERCIAL;CORTE PEDIDO;95;191;0;0
2026-07-01;SAO JOAO DE MERITI;Bloco 4;COMERCIAL;CORTADA;2569;5114;0;0
2026-07-01;SAO JOAO DE MERITI;Bloco 4;COMERCIAL;DESATIVADA;426;440;0;0
2026-07-01;SAO JOAO DE MERITI;Bloco 4;INDUSTRIAL;ATIVA;104;117;0;0
2026-07-01;SAO JOAO DE MERITI;Bloco 4;COMERCIAL;PROVISÓRIA;2;2;0;0
2026-07-01;SAO JOAO DE MERITI;Bloco 4;PUBLICA;ATIVA;629;1048;0;0
2026-07-01;SAO JOAO DE MERITI;Bloco 4;INDUSTRIAL;CORTADA;31;38;0;0
2026-07-01;SAO JOAO DE MERITI;Bloco 4;INDUSTRIAL;CORTE PEDIDO;2;3;0;0
2026-07-01;SAO JOAO DE MERITI;Bloco 4;INDUSTRIAL;DESATIVADA;1;1;0;0
2026-07-01;SAO JOAO DE MERITI;Bloco 4;PUBLICA;CORTADA;40;61;0;0
2026-07-01;SAO JOAO DE MERITI;Bloco 4;PUBLICA;CORTE PEDIDO;6;6;0;0
2026-07-01;SAO JOAO DE MERITI;Bloco 4;PUBLICA;DESATIVADA;5;6;0;0
2026-07-01;SAO JOAO DE MERITI;Bloco 4;COMERCIAL;ATIVA;3652;6017;0;0
2026-07-01;SAO GONCALO;Bloco 1;RESIDENCIAL;INATIVA;2016;2618;115;0
2026-07-01;SAO GONCALO;Bloco 1;RESIDENCIAL;DESATIVADA;10060;10752;1036;0
2026-07-01;SAO GONCALO;Bloco 1;RESIDENCIAL;PROVISÓRIA;50;54;9;0
2026-07-01;SAO GONCALO;Bloco 1;RESIDENCIAL;CORTADA;26984;42255;8708;0
2026-07-01;SAO GONCALO;Bloco 1;RESIDENCIAL;CORTE PEDIDO;209;341;33;0
2026-07-01;RIO DE JANEIRO - A;Bloco 4;PUBLICA;DESATIVADA;5;5;0;0
2026-07-01;RIO DE JANEIRO - A;Bloco 4;PUBLICA;CORTE PEDIDO;3;3;0;0
2026-07-01;RIO DE JANEIRO - A;Bloco 4;INDUSTRIAL;DESATIVADA;4;4;0;0
2026-07-01;RIO DE JANEIRO - A;Bloco 4;INDUSTRIAL;INATIVA;2;2;0;0
2026-07-01;RIO DE JANEIRO - A;Bloco 4;INDUSTRIAL;CORTE PEDIDO;8;8;0;0
2026-07-01;RIO DE JANEIRO;Bloco 1;INDUSTRIAL;ATIVA;102;102;0;0
2026-07-01;RIO DE JANEIRO;Bloco 1;COMERCIAL;CORTE PEDIDO;12;17;0;0
2026-07-01;RIO DE JANEIRO;Bloco 1;COMERCIAL;INATIVA;6;6;0;0
2026-07-01;RIO DE JANEIRO;Bloco 1;INDUSTRIAL;CORTADA;9;9;0;0
2026-07-01;RIO BONITO;Bloco 1;RESIDENCIAL;ATIVA;9614;11483;1472;0
2026-07-01;RIO BONITO;Bloco 1;RESIDENCIAL;CORTADA;1971;2477;305;0
2026-07-01;RIO BONITO;Bloco 1;RESIDENCIAL;CORTE PEDIDO;36;43;1;0
2026-07-01;RIO BONITO;Bloco 1;RESIDENCIAL;DESATIVADA;389;412;1;0
2026-07-01;RIO BONITO;Bloco 1;RESIDENCIAL;INATIVA;1;1;1;0
2026-07-01;RIO BONITO;Bloco 1;RESIDENCIAL;PROVISÓRIA;1;1;0;0
2026-07-01;QUEIMADOS;Bloco 4;RESIDENCIAL;DESATIVADA;2258;2318;251;0
2026-07-01;RIO BONITO;Bloco 1;COMERCIAL;ATIVA;916;1410;0;0
2026-07-01;QUEIMADOS;Bloco 4;RESIDENCIAL;PROVISÓRIA;4;5;0;0
2026-07-01;QUEIMADOS;Bloco 4;RESIDENCIAL;INATIVA;20;20;2;0
2026-07-01;RIO BONITO;Bloco 1;COMERCIAL;CORTADA;189;296;0;0
2026-07-01;RIO BONITO;Bloco 1;PUBLICA;ATIVA;211;360;0;0
2026-07-01;RIO BONITO;Bloco 1;INDUSTRIAL;CORTADA;6;6;0;0
2026-07-01;RIO BONITO;Bloco 1;INDUSTRIAL;ATIVA;21;21;0;0
2026-07-01;RIO BONITO;Bloco 1;COMERCIAL;DESATIVADA;7;9;0;0
2026-07-01;RIO BONITO;Bloco 1;COMERCIAL;CORTE PEDIDO;12;12;0;0
2026-07-01;RIO BONITO;Bloco 1;PUBLICA;DESATIVADA;1;1;0;0
2026-07-01;RIO BONITO;Bloco 1;PUBLICA;CORTADA;11;14;0;0
2026-07-01;QUEIMADOS;Bloco 4;RESIDENCIAL;CORTADA;10800;16880;3989;0
2026-07-01;QUEIMADOS;Bloco 4;RESIDENCIAL;CORTE PEDIDO;7;7;0;0
2026-07-01;QUEIMADOS;Bloco 4;RESIDENCIAL;ATIVA;14215;16713;2367;0
2026-07-01;NOVA IGUAÇU;Bloco 4;RESIDENCIAL;DESATIVADA;13465;13970;52;0
2026-07-01;NOVA IGUAÇU;Bloco 4;RESIDENCIAL;INATIVA;13;13;3;0
2026-07-01;NOVA IGUAÇU;Bloco 4;RESIDENCIAL;PROVISÓRIA;30;32;13;0
2026-07-01;QUEIMADOS;Bloco 4;COMERCIAL;ATIVA;704;948;0;0
2026-07-01;QUEIMADOS;Bloco 4;COMERCIAL;CORTADA;551;819;0;0
2026-07-01;QUEIMADOS;Bloco 4;COMERCIAL;CORTE PEDIDO;1;1;0;0
2026-07-01;QUEIMADOS;Bloco 4;COMERCIAL;DESATIVADA;77;79;0;0
2026-07-01;QUEIMADOS;Bloco 4;PUBLICA;ATIVA;262;356;0;0
2026-07-01;QUEIMADOS;Bloco 4;INDUSTRIAL;DESATIVADA;5;5;0;0
2026-07-01;QUEIMADOS;Bloco 4;INDUSTRIAL;ATIVA;50;50;0;0
2026-07-01;QUEIMADOS;Bloco 4;INDUSTRIAL;CORTADA;5;5;0;0
2026-07-01;QUEIMADOS;Bloco 4;INDUSTRIAL;CORTE PEDIDO;1;1;0;0
2026-07-01;QUEIMADOS;Bloco 4;PUBLICA;CORTADA;16;16;0;0
2026-07-01;NOVA IGUAÇU;Bloco 4;RESIDENCIAL;CORTADA;43899;60009;5869;0
2026-07-01;NOVA IGUAÇU;Bloco 4;RESIDENCIAL;CORTE PEDIDO;11;12;0;0
2026-07-01;NOVA IGUAÇU;Bloco 4;RESIDENCIAL;ATIVA;94858;133745;38821;0
2026-07-01;DUQUE DE CAXIAS;Bloco 4;RESIDENCIAL;DESATIVADA;17808;18541;1776;0
2026-07-01;ITABORAI;Bloco 1;COMERCIAL;ATIVA;765;1984;0;0
2026-07-01;DUQUE DE CAXIAS;Bloco 4;RESIDENCIAL;INATIVA;10;11;2;0
2026-07-01;DUQUE DE CAXIAS;Bloco 4;RESIDENCIAL;PROVISÓRIA;8;8;3;0
2026-07-01;ITABORAI;Bloco 1;COMERCIAL;CORTADA;387;845;0;0
2026-07-01;ITABORAI;Bloco 1;COMERCIAL;CORTE PEDIDO;34;102;0;0
2026-07-01;ITABORAI;Bloco 1;PUBLICA;ATIVA;248;424;0;0
2026-07-01;ITABORAI;Bloco 1;INDUSTRIAL;ATIVA;16;16;0;0
2026-07-01;ITABORAI;Bloco 1;INDUSTRIAL;CORTADA;9;9;0;0
2026-07-01;ITABORAI;Bloco 1;INDUSTRIAL;DESATIVADA;1;1;0;0
2026-07-01;ITABORAI;Bloco 1;INDUSTRIAL;CORTE PEDIDO;2;2;0;0
2026-07-01;ITABORAI;Bloco 1;COMERCIAL;DESATIVADA;52;70;0;0
2026-07-01;ITABORAI;Bloco 1;COMERCIAL;INATIVA;8;14;0;0
2026-07-01;ITABORAI;Bloco 1;RESIDENCIAL;ATIVA;14932;21136;3558;0
2026-07-01;ITABORAI;Bloco 1;PUBLICA;DESATIVADA;3;3;0;0
2026-07-01;ITABORAI;Bloco 1;PUBLICA;CORTADA;12;35;0;0
2026-07-01;ITABORAI;Bloco 1;PUBLICA;CORTE PEDIDO;2;4;0;0
2026-07-01;DUQUE DE CAXIAS;Bloco 4;RESIDENCIAL;CORTE PEDIDO;939;1929;924;0
2026-07-01;DUQUE DE CAXIAS;Bloco 4;RESIDENCIAL;CORTADA;35387;55488;9953;0
2026-07-01;DUQUE DE CAXIAS;Bloco 4;RESIDENCIAL;ATIVA;75084;116273;17321;0
2026-07-01;DUQUE DE CAXIAS;Bloco 4;PUBLICA;DESATIVADA;21;21;0;0
2026-07-01;DUQUE DE CAXIAS;Bloco 4;PUBLICA;CORTE PEDIDO;15;17;0;0
2026-07-01;DUQUE DE CAXIAS;Bloco 4;PUBLICA;CORTADA;41;50;0;0
2026-07-01;DUQUE DE CAXIAS;Bloco 4;PUBLICA;ATIVA;1024;2546;0;0
2026-07-01;DUQUE DE CAXIAS;Bloco 4;COMERCIAL;CORTADA;3142;5068;0;0
2026-07-01;DUQUE DE CAXIAS;Bloco 4;COMERCIAL;CORTE PEDIDO;230;329;0;0
2026-07-01;DUQUE DE CAXIAS;Bloco 4;COMERCIAL;DESATIVADA;657;667;0;0
2026-07-01;DUQUE DE CAXIAS;Bloco 4;COMERCIAL;INATIVA;2;2;0;0
2026-07-01;DUQUE DE CAXIAS;Bloco 4;COMERCIAL;PROVISÓRIA;2;2;0;0
2026-07-01;DUQUE DE CAXIAS;Bloco 4;INDUSTRIAL;ATIVA;285;330;0;0
2026-07-01;DUQUE DE CAXIAS;Bloco 4;INDUSTRIAL;CORTE PEDIDO;15;15;0;0
2026-07-01;DUQUE DE CAXIAS;Bloco 4;INDUSTRIAL;CORTADA;56;56;0;0
2026-07-01;DUQUE DE CAXIAS;Bloco 4;INDUSTRIAL;DESATIVADA;9;9;0;0
2026-07-01;DUQUE DE CAXIAS;Bloco 4;COMERCIAL;ATIVA;7020;12257;0;0
2026-07-01;CORDEIRO;Bloco 1;RESIDENCIAL;CORTADA;357;396;27;0
2026-07-01;CORDEIRO;Bloco 1;RESIDENCIAL;ATIVA;6393;8470;439;0
2026-07-01;DUAS BARRAS;Bloco 1;COMERCIAL;ATIVA;167;188;0;0
2026-07-01;CORDEIRO;Bloco 1;RESIDENCIAL;DESATIVADA;51;55;0;0
2026-07-01;CORDEIRO;Bloco 1;RESIDENCIAL;CORTE PEDIDO;2;2;0;0
2026-07-01;DUAS BARRAS;Bloco 1;RESIDENCIAL;ATIVA;2849;3268;253;0
2026-07-01;DUAS BARRAS;Bloco 1;PUBLICA;ATIVA;97;115;0;0
2026-07-01;DUAS BARRAS;Bloco 1;COMERCIAL;CORTADA;23;25;0;0
2026-07-01;DUAS BARRAS;Bloco 1;COMERCIAL;DESATIVADA;1;1;0;0
2026-07-01;DUAS BARRAS;Bloco 1;INDUSTRIAL;ATIVA;1;1;0;0
2026-07-01;DUAS BARRAS;Bloco 1;INDUSTRIAL;CORTADA;1;1;0;0
2026-07-01;DUAS BARRAS;Bloco 1;COMERCIAL;CORTE PEDIDO;1;1;0;0
2026-07-01;DUAS BARRAS;Bloco 1;RESIDENCIAL;CORTADA;238;259;7;0
2026-07-01;DUAS BARRAS;Bloco 1;RESIDENCIAL;DESATIVADA;52;52;0;0
2026-07-01;DUAS BARRAS;Bloco 1;RESIDENCIAL;CORTE PEDIDO;5;5;0;0
2026-07-01;CASIMIRO DE ABREU;Bloco 1;RESIDENCIAL;CORTADA;1654;2011;123;0
2026-07-01;CORDEIRO;Bloco 1;COMERCIAL;ATIVA;553;833;0;0
2026-07-01;CASIMIRO DE ABREU;Bloco 1;RESIDENCIAL;DESATIVADA;177;188;0;0
2026-07-01;CASIMIRO DE ABREU;Bloco 1;RESIDENCIAL;CORTE PEDIDO;5;5;2;0
2026-07-01;CORDEIRO;Bloco 1;PUBLICA;ATIVA;129;152;0;0
2026-07-01;CORDEIRO;Bloco 1;INDUSTRIAL;ATIVA;7;7;0;0
2026-07-01;CORDEIRO;Bloco 1;INDUSTRIAL;CORTADA;1;1;0;0
2026-07-01;CORDEIRO;Bloco 1;COMERCIAL;CORTADA;40;51;0;0
2026-07-01;CORDEIRO;Bloco 1;COMERCIAL;DESATIVADA;4;7;0;0
2026-07-01;CASIMIRO DE ABREU;Bloco 1;RESIDENCIAL;ATIVA;8567;9851;846;0
2026-07-01;CANTAGALO;Bloco 1;RESIDENCIAL;ATIVA;5018;6265;330;0
2026-07-01;CANTAGALO;Bloco 1;RESIDENCIAL;CORTADA;356;390;30;0
2026-07-01;CASIMIRO DE ABREU;Bloco 1;COMERCIAL;ATIVA;241;420;0;0
2026-07-01;CANTAGALO;Bloco 1;RESIDENCIAL;DESATIVADA;52;53;0;0
2026-07-01;CANTAGALO;Bloco 1;RESIDENCIAL;CORTE PEDIDO;8;9;0;0
2026-07-01;CASIMIRO DE ABREU;Bloco 1;INDUSTRIAL;CORTADA;7;8;0;0
2026-07-01;CASIMIRO DE ABREU;Bloco 1;INDUSTRIAL;CORTE PEDIDO;1;1;0;0
2026-07-01;CASIMIRO DE ABREU;Bloco 1;PUBLICA;ATIVA;82;114;0;0
2026-07-01;CASIMIRO DE ABREU;Bloco 1;COMERCIAL;DESATIVADA;11;19;0;0
2026-07-01;CASIMIRO DE ABREU;Bloco 1;INDUSTRIAL;ATIVA;3;3;0;0
2026-07-01;CASIMIRO DE ABREU;Bloco 1;COMERCIAL;CORTADA;128;226;0;0
2026-07-01;CASIMIRO DE ABREU;Bloco 1;COMERCIAL;CORTE PEDIDO;2;2;0;0
2026-07-01;CASIMIRO DE ABREU;Bloco 1;PUBLICA;CORTADA;4;4;0;0
2026-07-01;CASIMIRO DE ABREU;Bloco 1;PUBLICA;DESATIVADA;1;1;0;0
2026-07-01;CAMBUCI;Bloco 1;RESIDENCIAL;ATIVA;4321;4660;584;0
2026-07-01;CAMBUCI;Bloco 1;RESIDENCIAL;CORTADA;446;470;59;0
2026-07-01;CAMBUCI;Bloco 1;RESIDENCIAL;DESATIVADA;40;42;2;0
2026-07-01;CANTAGALO;Bloco 1;COMERCIAL;ATIVA;349;524;0;0
2026-07-01;CAMBUCI;Bloco 1;RESIDENCIAL;CORTE PEDIDO;9;9;0;0
2026-07-01;CANTAGALO;Bloco 1;PUBLICA;ATIVA;161;224;0;0
2026-07-01;CANTAGALO;Bloco 1;INDUSTRIAL;CORTADA;1;1;0;0
2026-07-01;CANTAGALO;Bloco 1;COMERCIAL;CORTE PEDIDO;2;2;0;0
2026-07-01;CANTAGALO;Bloco 1;COMERCIAL;DESATIVADA;3;4;0;0
2026-07-01;CANTAGALO;Bloco 1;INDUSTRIAL;ATIVA;4;4;0;0
2026-07-01;CANTAGALO;Bloco 1;COMERCIAL;CORTADA;37;57;0;0
2026-07-01;CANTAGALO;Bloco 1;PUBLICA;CORTADA;1;1;0;0
2026-07-01;CAMBUCI;Bloco 1;PUBLICA;ATIVA;128;168;0;0
2026-07-01;CAMBUCI;Bloco 1;PUBLICA;CORTADA;2;3;0;0
2026-07-01;BELFORD ROXO;Bloco 4;RESIDENCIAL;DESATIVADA;10261;11015;296;0
2026-07-01;CACHOEIRAS DE MACACU;Bloco 1;INDUSTRIAL;ATIVA;3;3;0;0
2026-07-01;CACHOEIRAS DE MACACU;Bloco 1;PUBLICA;ATIVA;22;25;0;0
2026-07-01;CACHOEIRAS DE MACACU;Bloco 1;COMERCIAL;CORTADA;6;6;0;0
2026-07-01;CACHOEIRAS DE MACACU;Bloco 1;COMERCIAL;DESATIVADA;2;2;0;0
2026-07-01;BELFORD ROXO;Bloco 4;RESIDENCIAL;PROVISÓRIA;16;16;8;0
2026-07-01;CACHOEIRAS DE MACACU;Bloco 1;COMERCIAL;ATIVA;15;18;0;0
